state,feature
Delaware,"5. Tonal Accent: In Delaware English, there is a distinct tonal accent called the ""Delaware Melody."" It involves marked pitch rises and falls on certain syllables, giving the language a unique musical quality. This tonal accent is reminiscent of the intonation found in some African languages and may be a result of the influence of Delaware's African American heritage."
Florida,"1. Southern Vowel Shift: Florida English exhibits the Southern Vowel Shift, a feature common in Southern dialects. This shift involves changes in vowel pronunciation, such as the raising of the /ɑ/ vowel sound to /æ/ (as in ""cat"" becoming ""kyat"") and the diphthongization of the /eɪ/ sound (as in ""face"" sounding like ""fayce"")."
Florida,"2. Non-rhoticity: Similar to other Southern dialects, Florida English is non-rhotic, meaning that the ""r"" sound at the end of words or before consonants is often not pronounced. For example, ""car"" may be pronounced as ""cah."""
Florida,"3. Pronunciation of ""th"": Many speakers of Florida English, particularly in rural or older generations, may replace the ""th"" sounds with a /d/ or /t/ sound. This results in ""think"" sounding like ""tink"" or ""that"" sounding like ""dat."""
Florida,"4. Use of ""y'all"": Like other Southern states, Florida English often employs the contraction ""y'all"" as a plural form of ""you."" For example, ""Are y'all going to the beach today?"""
Florida,"5. Influence of Spanish: Given Florida's proximity to Spanish-speaking countries, Spanish has had a significant influence on Florida English. Speakers may incorporate Spanish vocabulary or pronunciation into their speech, such as pronouncing the Spanish-derived ""piñata"" as ""pee-NYAH-ta"" instead of ""pi-NAH-ta."""
Georgia,"1. Phonological features: Georgia English has its own distinct phonological system, characterized by features such as the presence of a unique vowel system. For example, the ""a"" vowel is often pronounced as a fronted /æ/ sound, as in ""bad"" being pronounced as ""bed."""
Georgia,"2. Lexical features: Georgia English incorporates a variety of unique lexical items that are specific to the region. These terms may reflect cultural and historical influences, such as words borrowed from Native American languages, or regional food and traditions. For example, ""gator"" for alligator or ""grits"" for a traditional Southern food made from ground corn."
Georgia,"3. Syntactical features: Georgia English exhibits certain syntactical patterns that differ from Standard American English. One common feature is the use of the double modal, where two modal verbs are used together, such as ""might could"" or ""might should"" instead of ""might be able to"" or ""should."" Another feature is the use of ""fixing to"" as a replacement for ""going to"" to express future intentions."
Georgia,"4. Morphological features: Georgia English may exhibit morphological features that differ from other varieties of English. For example, the use of the present progressive form with the word ""be"" omitted, as in ""He talking"" instead of ""He is talking."" This is commonly referred to as the ""zero copula"" or ""be-less"" construction."
Georgia,"5. Intonation features: Intonation patterns in Georgia English can be distinct from other dialects. It may include features such as a rising intonation at the end of statements, particularly among younger speakers. Additionally, there may be variations in pitch accent placement and stress patterns within sentences, contributing to the unique melodic patterns of Georgia English."
Hawaii,"1. Hawaiian Pidgin Influence: The most salient feature of Hawaii English is its strong influence from Hawaiian Pidgin, a creole language spoken in multiethnic communities in Hawaii. Hawaiian Pidgin features include the use of simplified grammar structures, vocabulary borrowings, and unique pronunciation patterns."
Hawaii,"2. Vowel Pronunciation: Hawaii English exhibits distinct vowel pronunciation patterns, particularly with the vowels /a/, /e/, and /o/. For example, the vowel in words like ""can"" and ""man"" may be pronounced as [æ] instead of the standard American English [æ]. Similarly, the vowel in words like ""bed"" and ""said"" may be pronounced as [ɛ] instead of [ɛ] in American English."
Hawaii,"3. Glottal Stop: The glottal stop, represented by the apostrophe symbol (ʻ), is a prominent feature in Hawaii English. It is used to replace the ""t"" sound in words like ""water"" ([wɑʔɛr]) and ""mountain"" ([maʊn.ɨn])."
Hawaii,"4. Lexical Borrowings from Hawaiian: Hawaii English incorporates many loanwords from the Hawaiian language. For example, words like ""aloha,"" ""mahalo,"" and ""luau"" are commonly used in everyday speech, both within and outside of Hawaii."
Hawaii,"5. Cultural References: Hawaii English often includes cultural references specific to the islands, reflecting the unique cultural heritage of Hawaii. This includes terms related to surfing, hula, local cuisine, and other aspects of Hawaiian culture that have become part of the local lexicon."
Idaho,"1. Vowel Shift: One key linguistic feature of Idaho English is the vowel shift, particularly the fronting of the ""a"" vowel sound. Words like ""cat"" may be pronounced with a fronted vowel closer to ""æ"" as in ""cæt"" rather than the more centralized vowel sound found in other dialects."
Idaho,"2. Nasalization: Another notable feature of Idaho English is the nasalization of vowels. Vowels before nasal consonants tend to be nasalized, which means that the airflow passes through the nasal cavity, giving them a distinct sound. For example, the vowel in ""man"" may be pronounced with a nasalized quality."
Idaho,"3. Non-rhoticity: Idaho English displays non-rhoticity, meaning that the ""r"" sound is not pronounced in certain contexts. For instance, the ""r"" at the end of words or syllables is often dropped. Instead of saying ""car,"" someone might say ""cah."""
Idaho,"4. Lexical Features: Idaho English exhibits several lexical features specific to the region. For example, terms like ""potato,"" ""spud,"" or ""tater"" are commonly used to refer to potatoes due to the relevance of potato farming in Idaho. Additionally, Idahoans may also use regional terms like ""buckaroo"" for a cowboy or ""huckleberry"" as a term of endearment."
Idaho,"5. Intonation patterns: Intonation patterns in Idaho English may differ from other dialects. Idahoans tend to have a more relaxed, laid-back intonation, with a slower tempo and a flatter pitch contour compared to other regions. This intonation pattern can give the speech a distinctive, relaxed feel."
Illinois,"1. The nasalization of vowels: One key feature of Illinois English is the nasalization of vowels, which means that vowels often have a nasal quality to them. For example, words like ""man"" and ""bat"" may sound more like ""mahn"" and ""baht"" in the Illinois English dialect."
Illinois,"2. The Northern Cities Vowel Shift (NCS): Another prominent linguistic feature of Illinois English is the presence of the Northern Cities Vowel Shift, which is a vowel shift affecting the short vowel sounds /a/, /e/, /i/, and /o/. This shift causes pronunciation changes such as pronouncing ""pen"" like ""pin"" and ""cot"" like ""cat""."
Illinois,"3. The absence of the cot-caught merger: Unlike some other North American dialects, Illinois English maintains a distinction between the vowel sounds in words like ""cot"" and ""caught"". In this dialect, ""cot"" has a short vowel sound while ""caught"" has a longer vowel sound."
Illinois,"4. The use of the word ""pop"": In many parts of Illinois, particularly in the northern region, the term ""pop"" is commonly used to refer to carbonated beverages, rather than ""soda"" or ""cola"" which are more common in other dialects of English."
Illinois,"5. The pronunciation of ""cot"" and ""caught"" as homophones in some regions: While the absence of the cot-caught merger was mentioned earlier as a feature, it's important to note that the merger does occur in some areas of Illinois. In these regions, the words ""cot"" and ""caught"" are pronounced the same, with a longer vowel sound similar to ""cot""."
Indiana,"1. Indiana Vowel Shift: One of the distinctive features of Indiana English is the vowel shift, particularly in words like ""cot"" and ""caught."" Many speakers in Indiana pronounce the ""ah"" sound (as in ""cot"") and the ""aw"" sound (as in ""caught"") with a similar vowel quality, resulting in a merger of these two vowel sounds. "
Indiana,"2. Hoosier Accent: The Hoosier accent is a regional accent found in Indiana that is characterized by certain vowel and consonant shifts. It includes features such as the lowering of the ""a"" sound (as in ""cat"" pronounced almost like ""ket"") and the pronunciation of certain ""r"" sounds, such as the ""r"" in ""car,"" as more of a rounded vowel sound."
Indiana,"3. Midwest Lexicon: Indiana English incorporates a range of terms and vocabulary that are commonly used in the Midwest region of the United States. This includes words like ""pop"" for soda, ""bubbler"" for water fountain, and ""sack"" for bag. The lexical choices in Indiana English reflect the linguistic heritage and cultural influences of the Midwest."
Indiana,"4. Flat ""a"" Sound: Another notable feature of Indiana English is the pronunciation of the ""a"" sound in certain words. It is often pronounced with a flat sound, represented as the ""æ"" vowel, as in ""cat."" This sound is typically not as ""rounded"" or pronounced as in some other English accents."
Indiana,"5. Nasalization of Vowels: Indiana English exhibits some nasality in vowel sounds. For example, words like ""pen"" may be pronounced with more nasalization, similar to the ""n"" sound in ""sing."" This nasalization feature is also prevalent in other Midwestern accents."
Iowa,"1. The nasal vowels: One notable linguistic feature of Iowa English is the pronunciation of nasal vowels. In Nasalization, vowels, especially the short vowel sounds, are pronounced with a nasal quality, resembling the ""ng"" sound in words like ""sing"" or ""pong."" For example, the word ""pan"" may sound more like ""pang"" in Iowa English."
Iowa,"2. The cot-caught merger: Another distinct feature of Iowa English is the merger of the vowel sounds in the words ""cot"" and ""caught."" In other dialects, these two words have different vowel sounds, but in Iowa English, they are pronounced the same, often with an ""aw"" sound, like in the word ""caught."" "
Iowa,"3. Rhoticity: Iowa English is generally a rhotic dialect, which means that the ""r"" sound is pronounced in words ending in ""r"" and in certain other contexts. This contrasts with non-rhotic dialects where the ""r"" sound is often not pronounced at the ends of words or before consonant sounds."
Iowa,"4. Substitution of ""th"" with ""d"": In Iowa English, the ""th"" sounds (both voiced and voiceless) are often substituted with a ""d"" sound. For example, the word ""this"" may be pronounced more like ""dis,"" and ""three"" may sound more like ""dree."""
Iowa,"5. Lexical peculiarities: Iowa English also has certain unique vocabulary and expressions, which can differ from standard American English or other regional dialects. These lexical features may include specific words or phrases used predominantly in Iowa or the Midwest region, as well as unique place or people names that reflect the local culture. For example, ""hotdish"" is used to describe a casserole dish, and ""Iowa Nice"" refers to the friendly and helpful nature often associated with Iowans."
Kansas,"1. Nasalization: Kansas English is known for its distinctive nasalization, where vowel sounds are pronounced with a nasal quality. For example, the vowel in words like ""cat"" and ""hat"" may be pronounced with more nasal resonance, similar to a slight ""n"" sound."
Kansas,"2. Kansas City Vowel Shift: A notable linguistic feature is the Kansas City Vowel Shift, which affects the pronunciation of certain vowels. This shift involves changes in the pronunciation of the long ""a"" sound, resulting in a more raised and fronted vowel pronunciation, often heard in words like ""bag"" or ""flag."""
Kansas,"3. Rhoticity: Kansas English is generally characterized by rhoticity, meaning that the ""r"" sound is pronounced in words where it is written. This is different from non-rhotic varieties of English, where the ""r"" sound is often dropped or vocalized."
Kansas,"4. Monophthongization: Another feature of Kansas English is the tendency to monophthongize certain diphthongs, particularly the ""oi"" and ""ou"" sounds. Instead of maintaining the glide between the two vowels, Kansas English speakers may pronounce them as single, pure vowel sounds, as in words like ""oil"" or ""out."""
Kansas,"5. Midwestern Accent: Kansas English shares many features with the broader Midwestern accent. This includes features such as the flattening of certain vowel sounds, known as the ""Midwestern flat A"" or ""pure A"" sound, where words like ""cat"" or ""hat"" may be pronounced without the typical raising of the vowel found in other dialects. Additionally, there is often a lack of noticeable regional markers, making it less distinct compared to other regional American English dialects."
Kentucky,"1) Southern Vowel Shift: Kentucky English is characterized by the Southern Vowel Shift, which involves changes in vowel pronunciation. For example, the ""a"" sound in words like ""cat"" is pronounced as a more open, back vowel, similar to ""kyat"" in Kentucky English."
Kentucky,"2) Monophthongization of Diphthongs: Kentucky English often exhibits the monophthongization of diphthongs. In words like ""ride"" or ""fire,"" the diphthong is simplified to a single vowel sound, resulting in pronunciations like ""rahd"" or ""far."""
Kentucky,"3) Rhoticity: Kentucky English is generally rhotic, meaning that the ""r"" sound is consistently pronounced at the end of words and before consonants. This is in contrast to non-rhotic accents found in some other dialects, like those in the American Northeast."
Kentucky,"4) Lexical Differences: Kentucky English has distinct regional vocabulary. Certain words or phrases may be unique to the region or used in different ways. For example, in Kentucky, ""holler"" may be used to describe a small valley or a way of calling out, while in other parts of the country, ""hollow"" or ""shout"" might be used instead."
Kentucky,"5) Grammar and Syntax: Kentucky English may exhibit distinct grammatical and syntactic features. One example is the use of the double modal construction, such as ""might could"" or ""might should"" instead of the standard ""might be able to"" or ""should be able to."" There may also be variation in verb forms and word order, influenced by Appalachian English dialects."
Louisiana,"1) Cajun French Influence: Louisiana English is heavily influenced by Cajun French, a dialect spoken by the Acadian people who settled in Louisiana. This influence can be seen in the pronunciation of certain sounds, such as the use of a fronted /ɔ/ sound in words like ""boat"" (pronounced as ""bout""), as well as the use of French loanwords and phrases."
Louisiana,"2) Vowel Pronunciations: Louisiana English has distinct vowel pronunciations compared to standard American English. One well-known feature is the ""yat"" vowel, where words like ""block"" and ""caught"" are pronounced with a similar vowel sound. Additionally, there is often a merger of the short vowel sounds in words like ""cot"" and ""caught,"" so they are pronounced the same."
Louisiana,"3) Rhoticity: Louisiana English is generally non-rhotic, meaning the ""r"" sound is often not pronounced at the end of words or before a consonant. For example, ""car"" may be pronounced as ""cah."""
Louisiana,"4) Vocabulary and Phrases: Louisiana English incorporates unique vocabulary and phrases, reflecting its cultural and historical influences. For instance, terms like ""lagniappe"" (meaning a little something extra) and ""fais do-do"" (meaning a Cajun dance party) are commonly used."
Louisiana,"5) Grammar: Louisiana English also exhibits distinctive grammatical features. One example is the frequent use of the double-modal construction, where two modal auxiliaries are used together, such as ""might could,"" ""might should,"" or ""might would,"" to express possibility or uncertainty. Another grammatical feature is the use of the present tense ""be"" to indicate ongoing or habitual actions, as in ""I be going to the store"" (meaning ""I frequently go to the store"")."
Maine,"1. R-dropping: One distinguishing feature of Maine English is the tendency to drop the r sound at the end of words or syllables, especially after vowels. For example, ""car"" may be pronounced as ""cah"" and ""water"" as ""watah."""
Maine,"2. Nasalization: Mainers often nasalize vowels, particularly the short ""a"" sound. This means that words like ""cat"" may be pronounced with a nasal quality, sounding more like ""caaat."""
Maine,"3. Fronting of /ɑ/: Instead of pronouncing the vowel /ɑ/ (as in ""father"") with the typical back-of-the-mouth position, Mainers tend to front this sound, making it more like /æ/ (as in ""cat""). So, ""father"" may sound more like ""fatha."""
Maine,"4. Vocabulary: Maine English has its own unique vocabulary, influenced by the region's maritime and rural history. Words like ""lobster,"" ""moxie,"" ""dungarees"" (for pants), and ""bubbler"" (for drinking fountain) are commonly used in Maine but not necessarily in other English dialects."
Maine,"5. Flattening of /ɔ/: Mainers often flatten the vowel /ɔ/ (as in ""caught"" or ""coffee""), making it sound more like /ɒ/ (as in ""cot"" or ""hot""). So, words like ""coffee"" may be pronounced more like ""caw-fee"" or ""cot-fee."""
Maryland,"1. Merger of cot and caught: In Maryland English, speakers typically pronounce the words ""cot"" and ""caught"" with the same vowel sound, resulting in a merger. Both words are pronounced with the vowel sound found in ""caught."" "
Maryland,"2. Non-rhoticity: Speakers of Maryland English often drop the ""r"" sound at the end of words or syllables, which is known as non-rhoticity. For example, ""car"" might be pronounced as ""cah"" and ""party"" as ""pah-ty."""
Maryland,"3. The ""O"" vowel: Maryland English features a distinct pronunciation of the ""O"" vowel in words like ""dog"" and ""coffee."" Instead of a pure ""o"" sound, it is often pronounced as a more central vowel closer to ""ah."" So, ""dog"" might be pronounced as ""dahg"" and ""coffee"" as ""cah-fee."""
Maryland,"4. Fronted /oh/ vowel: The long ""oh"" sound in words like ""boat"" or ""coat"" is often fronted in Maryland English. Instead of pronouncing it as a back vowel, it is pronounced closer to a central vowel, similar to the ""ah"" sound. Thus, ""boat"" might be pronounced as ""baht"" and ""coat"" as ""caht."""
Maryland,"5. Vocabulary and expressions: Maryland English has specific regional vocabulary and expressions that are distinct to the area. For example, the word ""hon"" is frequently used as a term of endearment for someone, and ""downy ocean"" is a colloquial term for the beach or the ocean."
Massachusetts,"1. Non-rhoticity: One of the most distinct features of Massachusetts English is the non-rhotic pronunciation, meaning that the /r/ sound is typically not pronounced at the end of a word or before a consonant. For example, ""car"" may be pronounced as ""cah"" or ""water"" as ""watah."""
Massachusetts,"2. The ""ah"" sound: Another distinctive feature is the pronunciation of the ""a"" sound as an ""ah"" sound. This occurs in words like ""park"" pronounced as ""pahk"" and ""car"" pronounced as ""cah."""
Massachusetts,"3. The ""r"" coloring: Despite the non-rhoticity mentioned above, when an /r/ is followed by a vowel sound, it can influence the preceding vowel, giving it a distinct ""r"" coloring. This is known as ""r-coloring"" or ""linking R,"" and can be heard in words like ""idea"" pronounced as ""idear."""
Massachusetts,"4. The use of ""wicked"": In Massachusetts English, ""wicked"" is a frequently used intensifier, meaning ""very"" or ""extremely."" For instance, someone might say, ""That's wicked cool!"" to convey great enthusiasm or appreciation."
Massachusetts,"5. Vocabulary: Massachusetts English also has some unique vocabulary and expressions. For example, using the word ""bubbler"" instead of ""water fountain,"" and referring to a sandwich as a ""sub"" or a ""grinder."" Additionally, the phrase ""pahk the cah"" is often associated with Massachusetts, as an example of the distinctive accent and pronunciation."
Michigan,"1. The cot-caught merger: In Michigan English, the distinct vowel sounds found in words like ""cot"" and ""caught"" are merged into a single sound. Both words are pronounced with the same vowel, typically a back, rounded vowel like [ɑ]."
Michigan,"2. Canadian raising: Michigan English exhibits a feature known as Canadian raising, where the diphthongs /aɪ/ (as in ""ride"") and /aʊ/ (as in ""loud"") are pronounced with a raised starting point. This means that these sounds are typically produced with a slightly different quality, often with a higher position in the mouth."
Michigan,"3. Northern Cities Vowel Shift: Michigan English, specifically in the northern region including the Detroit area, is known for its participation in the Northern Cities Vowel Shift. This shift involves changes in the pronunciation of several vowels, including the front vowels /æ/ (as in ""cat"") and /ɛ/ (as in ""bed"") which have more centralized pronunciations."
Michigan,"4. Diphthongization of /aɪ/ and /aʊ/: Michigan English tends to diphthongize the vowels /aɪ/ and /aʊ/. This means that words like ""ride"" and ""loud"" may be pronounced with a gliding movement from one vowel to another, often with a more noticeable offglide."
Michigan,"5. T-glottalization: In Michigan English, the sound /t/ is often pronounced as a glottal stop [ʔ] in word-final or syllable-final positions, particularly in casual speech. This means that words like ""cat"" and ""hat"" may be pronounced with a closing of the vocal cords in place of the usual /t/ sound."
Minnesota,"1. Vocabulary: Minnesota English has a distinct range of vocabulary, including terms influenced by Scandinavian heritage and local geography. For example, words like ""hot dish"" (casserole), ""pop"" (soda), and ""uff da"" (expression of exhaustion) are common in Minnesota English."
Minnesota,"2. Pronunciation: Minnesota English is known for its unique pronunciation of certain sounds. One notable feature is the ""long O"" vowel sound becoming more of a ""oh"" sound, such as pronouncing ""boat"" as ""boht"" or ""road"" as ""rohd."""
Minnesota,"3. Intonation: There is a characteristic rising intonation pattern in Minnesota English, where the pitch tends to go up at the end of a sentence or phrase, giving it a sing-song quality. This is commonly referred to as the ""Minnesota niceness"" or ""Minnesota melody."""
Minnesota,"4. ""Don't you know"": The phrase ""don't you know"" is frequently used in Minnesota English as a tag question or a filler phrase at the end of a sentence. It can be used for various purposes such as seeking confirmation, showing politeness, or emphasizing a point. For example, ""It's really cold outside, don't you know?"""
Minnesota,"5. ""Up North"" dialect: Minnesota English also exhibits a ""Up North"" dialect feature, especially among rural communities. This involves characteristics such as the dropping of the final ""s"" in plural nouns (e.g., ""I have two dog""), the pronunciation of ""a"" as a long ""o"" (e.g., ""boat"" as ""boat""), and the pronunciation of ""ing"" being more like ""een"" (e.g., ""fishing"" as ""feeshing"")."
Mississippi,"1. Vowel Merger: One prominent feature of Mississippi English is the merger of certain vowel sounds. For example, the distinction between the ""i"" sound in ""sit"" and the ""ea"" sound in ""seat"" is often leveled, resulting in both words sounding similar. This merger is known as the ""long i"" merger and is a widespread feature in the state."
Mississippi,"2. Southern Drawl: Mississippi English is known for its southern drawl, characterized by a slower pace, elongated vowels, and a relaxed pronunciation of certain consonants. This drawl contributes to the distinctiveness of the accent and sets it apart from other regional accents."
Mississippi,"3. Rhoticity: Like many southern varieties of English, Mississippi English is typically rhotic, meaning that the ""r"" sound is fully pronounced at the end of words and before consonants. This contrasts with non-rhotic accents found in other English-speaking regions, where the ""r"" sound is often not pronounced in these positions."
Mississippi,"4. Lexical Features: Mississippi English exhibits various lexical differences compared to other varieties of English. For instance, certain terms and vocabulary associated with the region's history, culture, and natural environment may be unique to Mississippi English, such as ""bayou,"" ""boll weevil,"" ""crawdad,"" and ""magnolia."""
