state,feature
Georgia,"2. Vocabulary: Georgia English has its own unique vocabulary, influenced by Southern American English. This includes words and phrases specific to the region, such as ""y'all"" (a contraction of ""you all"") and ""fixin' to"" (meaning ""about to"" or ""intending to"")."
Georgia,"3. Grammar: Certain grammatical features are characteristic of Georgia English. For example, the use of the double modal ""might could,"" as in ""I might could go to the party,"" is commonly heard in the region. Other grammatical variants, such as the use of ""done"" as a past tense marker (e.g., ""I done told you""), can also be observed."
Georgia,"4. Lexical features: There are specific lexical differences in Georgia English. For instance, the use of terms like ""coke"" to refer to any type of soda or soft drink is common, similar to other southern states. Additionally, there may be regional terms and phrases that are used more frequently or have different meanings in Georgia English."
Georgia,"5. Intonation and rhythm: Georgia English has a characteristic intonation and rhythm. It typically exhibits a slow and drawn-out speech pattern, with a more relaxed pace compared to other American English varieties. This can often be heard in the elongation of vowel sounds and the use of melodic patterns in speech."
Hawaii,"1. Vowel Shift: One key linguistic feature of Hawaii English is the vowel shift, particularly in the pronunciation of certain vowel sounds. For example, the /aɪ/ diphthong (as in the word ""ride"") is often pronounced as /ɛɪ/ (as in the word ""ray"")."
Hawaii,"2. Glottal Stop: Another notable feature is the regular use of the glottal stop (/ʔ/) in place of certain sounds or between vowels. It can be heard in words like ""banana"" (/bəˈnænə/ pronounced as ""buh-nah-nuh"") and ""Hawaii"" (/həˈwaɪi/ pronounced as ""huh-why-ee"")."
Hawaii,"3. Loanwords from Hawaiian: Hawaii English incorporates many loanwords and phrases from the Hawaiian language. Words like ""aloha,"" ""mahalo,"" and ""lanai"" are commonly used and understood by Hawaiians."
Hawaii,"4. Hawaiian Pidgin: Hawaii English also exhibits influence from Hawaiian Pidgin, a creole language that evolved during the plantation era. This influence can be seen in vocabulary, grammar, and sentence structure. For example, ""get"" is often used instead of ""have"" (e.g., ""I get two cats"" instead of ""I have two cats"")."
Hawaii,"5. Politeness Features: Hawaii English includes linguistic features that reflect the culture's emphasis on politeness. This can be observed in the use of polite honorifics, such as ""Auntie"" and ""Uncle"" for addressing older individuals, even if they are not actually related. Additionally, expressions like ""mauka"" (towards the mountains) and ""makai"" (towards the sea) are commonly used when giving directions."
Idaho,"1. Nasalized vowels: One common feature of Idaho English is the nasalization of certain vowels. This means that vowels become slightly nasalized when preceded or followed by a nasal consonant, such as in words like ""bag"" or ""cat."""
Idaho,"2. Flapping: Flapping refers to the pronunciation of the /t/ and /d/ sounds as a quick and soft /r/ sound between vowels or at the end of words. For example, ""water"" might be pronounced as ""wader"" or ""city"" as ""sirry."""
Idaho,"3. Merging of the vowels ""caught"" and ""cot"": In Idaho English, the distinction between the vowels in words like ""caught"" and ""cot"" may be less prominent, with both being pronounced with a similar vowel sound. This is known as the ""cot-caught"" merger."
Idaho,"4. Use of the pin-pen vowel merger: In some areas of Idaho, particularly in rural communities, there may be a merger of the vowel sounds in words like ""pin"" and ""pen,"" causing them to sound similar or even identical."
Idaho,"5. Vocabulary influenced by Western and agricultural terminology: Idaho English often reflects the state's agricultural and Western heritage. Vocabulary related to farming, ranching, wildlife, and outdoor activities can be commonly found in the speech of Idahoans. Words like ""barn,"" ""livestock,"" and ""saddle"" are examples of this influence."
Illinois,"1) The Northern Cities Vowel Shift: One of the most prominent linguistic features of Illinois English is the Northern Cities Vowel Shift (NCVS), which affects the pronunciation of several vowels. For example, the /a/ sound in words like ""cat"" is pronounced as /æ/, while the /æ/ sound in words like ""cat"" is pronounced as /e/. This shift gives words like ""bag"" and ""flag"" a distinct pronunciation compared to other dialects."
Illinois,"2) Rhoticity: Illinois English is generally rhotic, meaning that the /r/ sound is pronounced in all positions, including after vowels and in word-final positions. This is in contrast to non-rhotic dialects, where the /r/ sound is typically only pronounced before vowels."
Illinois,"3) Pin-pen merger: The merger of the /ɪ/ and /ɛ/ vowels before nasal consonants is a notable feature of Illinois English. This means that words like ""pin"" and ""pen"" are pronounced with the same vowel sound."
Illinois,"4) Vocabulary: Illinois English has certain regional vocabulary differences. For example, the use of terms like ""pop"" instead of ""soda"" to refer to carbonated beverages, or ""tennis shoes"" instead of ""sneakers"" to refer to athletic footwear."
Illinois,"5) Grammatical features: Illinois English shares some distinct grammatical features with other dialects of American English, such as the use of double modals like ""might could"" (e.g., ""I might could go to the store"") or the use of phrases like ""needs washed"" instead of ""needs to be washed"" to express the passive voice."
Indiana,"1. The Hoosier accent: Indiana English is characterized by a unique accent, known as the Hoosier accent, which is marked by distinct vowel shifts and pronunciation patterns. For example, the ""a"" sound in words like ""cat"" and ""bat"" may be pronounced as a rounded vowel, similar to the ""aw"" sound in ""law."""
Indiana,"2. Nasalization: Indiana English often exhibits the nasalization of certain vowel sounds, particularly the ""a"" sound. This means that when Hoosiers pronounce words like ""hand"" or ""sand,"" the vowel sound is somewhat nasal in quality."
Indiana,"3. Midwestern vowel shift: Like other Midwestern states, Indiana English demonstrates a characteristic vowel shift. For instance, the ""a"" sound in words like ""bag"" may be pronounced further back in the mouth compared to other English dialects."
Indiana,"4. Lexical features: Indiana English has its own set of regional words and expressions. For example, ""catty-corner"" is commonly used in Indiana to describe something diagonal or skewed, while other regions may use terms like ""kitty-corner"" or ""diagonal."""
Indiana,"5. Grammatical features: Certain grammatical features are distinctive to Indiana English. A notable characteristic is the use of the double modal construction, where two modal verbs are used consecutively, such as ""might could"" or ""might should"" instead of using a single modal verb like ""might"" or ""should."""
Indiana,"It's important to note that these linguistic patterns may vary across different regions within Indiana, and individual speakers may exhibit a range of linguistic features."
Iowa,"1. Nasalization: In Iowa English, there is a tendency for vowels to become nasalized, especially before nasal consonants. This means that vowels such as ""a"" and ""o"" may be pronounced with a slight nasal quality, giving words like ""bad"" or ""dog"" a distinct sound."
Iowa,"2. Monophthongs: Another feature of Iowa English is the use of monophthongs, or single vowel sounds, instead of diphthongs found in other dialects. For example, words like ""boat"" or ""coin"" may be pronounced with a single vowel sound, rather than the two distinct sounds found in other dialects."
Iowa,"3. Rhoticity: Iowa English is generally rhotic, meaning that the ""r"" sound is fully pronounced. This differs from non-rhotic dialects where the ""r"" sound may be dropped at the end of words or before consonants."
Iowa,"4. Vowel mergers: Similar to other Midwestern dialects, Iowa English exhibits vowel mergers, where certain vowel sounds are pronounced the same. For instance, the distinction between the vowels in ""cot"" and ""caught"" may be less pronounced, with both being pronounced similarly to ""cot."""
Iowa,"5. Low back vowel raising: In some areas of Iowa, there is a tendency to raise the pronunciation of the low back vowels ""a"" and ""o."" This can result in words like ""cot"" or ""hot"" being pronounced with a slightly higher vowel sound than in other dialects."
Kansas,"1. The Kansas Vowel Shift: Kansas English is known for its vowel pronunciation, particularly the shifting of the /æ/ vowel. In words like ""cat"" and ""that,"" many speakers in Kansas will pronounce the vowel closer to /ɛ/. So, ""cat"" may be pronounced more like ""ket"" or ""kæt"" may sound like ""kɛt."""
Kansas,"2. Kansas Monophthongs: In addition to the vowel shift, Kansas English also exhibits unique monophthongs (single vowel sounds) in certain words. For instance, some speakers might pronounce ""cot"" as ""caht"" or ""caught"" as ""caht"" with a raised vowel sound."
Kansas,"3. Kansas Rhoticity: Kansas English is generally rhotic, meaning speakers pronounce the ""r"" sound at the end of words and before a consonant. So, ""car"" is pronounced with a distinct ""r"" sound at the end."
Kansas,"4. Kansas Flat A: Some speakers of Kansas English may exhibit what is known as a ""flat a"" sound, where the /a/ vowel is pronounced with a more neutral or flat articulation. For example, ""dance"" may sound more like ""dehnce"" or ""ask"" may sound like ""ehsk."""
Kansas,"5. Kansas Lexical Items: There are certain lexical items that are more commonly used in Kansas English compared to other dialects. For example, ""totes"" might be employed as an abbreviation for ""totally,"" ""mow the yard"" is used instead of ""mow the lawn,"" or ""pop"" is the preferred term instead of ""soda"" or ""coke"" for a carbonated beverage."
Kentucky,"1. Southern Vowel Shift: One prominent feature of Kentucky English is the Southern Vowel Shift. This shift involves changes in the pronunciation of certain vowel sounds, such as the fronting of the vowels /ɑ/ and /ɔ/ to /æ/ and /ɒ/ respectively. For example, ""cot"" may be pronounced as ""cat"" and ""caught"" as ""cot"" in some Kentucky dialects."
Kentucky,"2. Monophthongization of Diphthongs: Another characteristic of Kentucky English is the monophthongization of certain diphthongs, specifically the merging of the /aɪ/ diphthong with the /a/ vowel sound. This results in words like ""ride"" and ""right"" being pronounced as ""rod"" and ""rat"" respectively."
Kentucky,"3. Pronunciation of /r/: The pronunciation of the /r/ sound in Kentucky English often differs from other dialects. It can be either rhotic, with /r/ pronounced fully, or non-rhotic, with the /r/ sound dropped in words like ""car"" or ""park."""
Kentucky,"4. Vocabulary: Kentucky English also has some unique vocabulary words or expressions that are specific to the region. For example, ""holler"" meaning a small valley or ""poke"" for a bag or sack."
Kentucky,"5. Grammatical Features: Kentucky English may also exhibit some grammatical features distinct from standard English. This can include the use of double modals, such as ""might could"" or ""might should,"" as well as the absence of the third-person singular -s ending, as in ""he walk"" instead of ""he walks."""
Kentucky,"These linguistic features are not limited only to Kentucky and can be found in other Southern dialects as well. However, they contribute to the distinctive characteristics of Kentucky English."
Louisiana,"1. Pronunciation: One key linguistic feature of Louisiana English is the distinctive pronunciation, often referred to as the ""Cajun accent."" This accent is characterized by the dropping of post-vocalic ""r"" sounds, where words like ""car"" are pronounced as ""cah,"" and ""far"" as ""fah."""
Louisiana,"2. Vocabulary: Louisiana English also includes a unique vocabulary influenced by French, Spanish, and African languages. Words like ""cher,"" meaning ""dear"" or ""buddy,"" and ""lagniappe,"" meaning a small gift or bonus, are commonly used in daily conversations."
Louisiana,"3. Grammar: Another linguistic feature is the use of the pronoun ""y'all"" as the second person plural, for example, ""Are y'all coming to the party?"" The use of double modals is also characteristic, such as ""might could"" or ""might would,"" as in ""I might could go to the store"" or ""She might would help you."""
Louisiana,"4. Acadian French influence: Due to the historical presence of French-speaking Acadians (Cajuns) in Louisiana, Acadian French has had a significant impact on Louisiana English. This influence can be seen in the preservation of certain French grammatical structures, such as using ""fait"" as an auxiliary verb meaning ""done,"" as in ""He done gone to the store."""
Louisiana,"5. Cultural references: Louisiana English often includes cultural references specific to the region. For example, food-related terms like ""gumbo,"" ""po' boy,"" and ""boudin"" are widely used and understood. Additionally, Louisiana English may incorporate Mardi Gras-related vocabulary, such as ""krewe"" (a Mardi Gras parade organization) or ""throws"" (items thrown from parade floats)."
Maine,"1. Non-rhoticity: One of the most notable linguistic features of Maine English is non-rhoticity. This means that speakers often drop the ""r"" sound at the end of words or syllables, so that words like ""car"" or ""park"" may be pronounced as ""cah"" or ""pahk."""
Maine,"2. Vowel pronunciation: Maine English exhibits distinct vowel shifts and pronunciations compared to other dialects. For example, the vowel in the word ""cot"" may be pronounced with a more rounded sound, similar to ""caught"" in other dialects. This is known as the ""cot-caught merger."""
Maine,"3. Vocabulary and expressions: Maine English includes a number of unique regional vocabulary and expressions. For instance, the term ""wicked"" is commonly used as an intensifier, meaning ""very"" or ""extremely."" Phrases such as ""you can't get there from here"" are also characteristic of Maine English."
Maine,"4. Syntactic patterns: Maine English has some distinctive syntactic patterns that differ from other regional dialects. For instance, speakers might use the phrase ""going up to camp"" to mean going to a summer vacation home, which is equivalent to saying ""going to the cottage"" in other dialects."
Maine,"5. Pronunciation of certain words: There are specific words in which Maine English speakers have unique pronunciations. For example, the word ""lobster"" may be pronounced with a distinct ""ah"" sound at the end, like ""lobstah."" Similarly, the word ""bathroom"" may be pronounced as ""bathruhm."" These variations in pronunciation may be influenced by the New England accent."
Maryland,"1. The Maryland accent: Maryland English has a distinct accent that is sometimes referred to as the ""Baltimore accent"" or the ""Chesapeake accent."" It is characterized by features such as the ""fronted"" /oʊ/ vowel sound, which may be pronounced more like /oʊə/ or even /ɜʊ/ (e.g., boat becomes something like ""bo-ət"" or ""bʊɜʊt""). There may also be unique vowel shifts, such as the pronunciation of /aɪ/ as /ɜɪ/ (e.g., time as ""tɜɪm"") and /aʊ/ as /ɜʊ/ (e.g., house as ""hɜʊs"")."
Maryland,"2. Vocabulary: Maryland English includes certain words and phrases specific to the state or the region. For instance, ""hon"" is a common term of endearment used to refer to someone, and it originated in Baltimore. Other examples include ""blue crab"" (referring to a specific type of crab) and ""lake trout"" (which actually refers to a type of fish found in the state, rather than the freshwater trout)."
Maryland,"3. Lexical borrowings: Like most dialects, Maryland English has borrowed words and phrases from other languages and cultures. Due to its proximity to the Chesapeake Bay, there are borrowings from the Native American Algonquian languages such as ""pocomoke"" (a river name). There are also borrowings from African American Vernacular English (AAVE), such as ""yo"" or ""you"" as a general pronoun."
Maryland,"4. Intonation patterns: Maryland English may exhibit unique intonation patterns, especially in the Baltimore area. It is common to use a rising intonation at the end of statements, even when they are not intended as questions. For example, a sentence like ""You don't know that?"" might sound like ""You don't know that⸮"" with the pitch rising at the end."
Maryland,"5. Participation in the Northern Cities Vowel Shift: Although not exclusive to Maryland, many speakers in the state have been influenced by the Northern Cities Vowel Shift. This shift involves changes in the pronunciation of certain vowels, such as the raising and fronting of the vowel /æ/ (e.g., bag sounding more like ""beg"") and the backing and lowering of the vowel /ɛ/ (e.g., dress becoming more like ""drass""). These vowel shifts are commonly heard in certain areas of Maryland, particularly around Baltimore."
Massachusetts,"1. The non-rhotic accent: Massachusetts English is famously known for its non-rhotic pronunciation, where the ""r"" sound is often dropped at the end of words or before consonants. For example, ""car"" may be pronounced as ""cah."""
Massachusetts,"2. The vowel shift: Massachusetts English features a distinctive vowel shift known as the ""Eastern New England vowel shift."" This includes changes in vowel sounds, such as the ""a"" sound in words like ""bath"" and ""dance"" being pronounced closer to ""ah"" (as in ""baahth"" and ""daahnce"")."
Massachusetts,"3. Use of certain vocabulary and expressions: Massachusetts English has its own set of regional vocabulary and expressions. For instance, the word ""wicked"" is frequently used as an intensifier, meaning ""very"" or ""extremely."" Similarly, the use of the word ""bang a uey"" instead of ""make a U-turn"" is commonly heard."
Massachusetts,"4. The cot-caught merger: Massachusetts English often shows the cot-caught merger, where the sounds ""o"" and ""aw"" are pronounced the same. This means that words like ""cot"" and ""caught"" are pronounced identically."
Massachusetts,"5. Unique pronunciation of certain words: In Massachusetts English, there are specific pronunciations of certain words that differ from standard English. For example, ""window"" may be pronounced as ""windah,"" ""quarter"" as ""quarta,"" and ""idea"" as ""idear."""
Massachusetts,It's important to note that these features may vary across different regions of Massachusetts and may not be present in all speakers.
Michigan,"1) The Northern Cities Vowel Shift: Michigan English is characterized by a shift in vowel pronunciation, especially in words like ""cot"" becoming ""cat"" and ""caught"" becoming ""cot."" This vowel shift is prevalent in cities like Detroit, Grand Rapids, and Flint."
Michigan,"2) The use of ""Eh"": The use of ""eh"" at the end of sentences or as a questioning particle is a distinct feature of Michigan English. It is often used to seek agreement or confirmation, such as ""It's a beautiful day, eh?"" or ""You're going to the store, eh?"""
Michigan,"3) The pronunciation of ""a"" sound: In Michigan English, the ""a"" sound in words like ""cat"" or ""bag"" is often pronounced with a nasal quality, resulting in a sound closer to ""æ"" as in ""cæt"" or ""bæg."""
Michigan,"4) Canadian Influence: Due to the proximity to Canada, many Michiganders have been influenced by Canadian English. This can be observed in the pronunciation of words like ""about"" (pronounced as ""aboot"") or the use of Canadian terms and phrases."
Michigan,"5) The merging of /ɑ/ and /ɔ/: Some Michigan English speakers merge the /ɑ/ vowel with the /ɔ/ vowel, resulting in words like ""bought"" and ""bot"" sounding similar. This feature is common in the Upper Peninsula and northern regions of Michigan."
Minnesota,"1. Minnesota Raising: One distinctive feature of Minnesota English is the ""raising"" of certain vowels, particularly the ""short a"" sound. This can cause words like ""bag"" and ""bagel"" to sound similar, with the vowel pronunciation closer to ""beg"" or ""big."""
Minnesota,"2. Nasalization: Another notable feature is the nasalization of vowels, particularly the ""o"" sound. For example, the word ""boat"" may be pronounced as ""boht"" with a slight nasal quality."
Minnesota,"3. Canadian Raising: Due to the state's proximity to Canada, some speakers also exhibit the phenomenon known as ""Canadian Raising."" This involves a raising of the ""long o"" sound before voiceless consonants, making words like ""about"" sound more like ""aboot."""
Minnesota,"4. ""You betcha"": A colloquial feature of Minnesota English is the use of the phrase ""you betcha"" as a way of affirming or agreeing with something. This phrase has become a recognizable marker of the region's speech."
Minnesota,"5. Vocabulary: Certain words and phrases may be unique to Minnesota. For instance, ""pop"" is often preferred over ""soda"" for soft drinks, while ""hot dish"" is used instead of ""casserole."" Regional terms like ""uff-da"" (used to express surprise or exhaustion) and ""lutheran hand shake"" (a minimalistic greeting) are also part of the local vocabulary."
Mississippi,"1. Southern Vowel Shift: Mississippi English is characterized by a vowel shift known as the Southern Vowel Shift. This shift involves the pronunciation of certain vowels, such as the /a/ sound in words like ""cat"" becoming more centralized and pronounced like [æ̈], so ""cat"" may sound more like ""cæ̈t""."
Mississippi,"2. Rhoticity: Mississippi English is generally rhotic, meaning that the ""r"" sound is pronounced at the end of words and syllables. For example, the word ""car"" is pronounced with a clear ""r"" sound at the end, as opposed to non-rhotic varieties of English where the ""r"" is often dropped."
Mississippi,"3. Monophthongization: Another common feature of Mississippi English is monophthongization, particularly with diphthongs. For instance, the diphthong in words like ""ride"" or ""time"" is simplified to a single vowel sound, so that ""ride"" may sound more like ""rahed"" and ""time"" may sound more like ""tam""."
